reviewID,sentenceID,review,category,polarity
332,332:1,"Still under warrenty so called Toshiba, no help at all.",SUPPORT#QUALITY,negative
332,332:2,I'm stuck w/ a broken computer.,LAPTOP#QUALITY,negative
332,332:3,"Will not buy another Toshiba, this is my second, not happy w/ either.",LAPTOP#GENERAL,negative
55,55:1,"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#QUALITY,positive
55,55:2,Excellent LED monitor and well equipped.,DISPLAY#DESIGN_FEATURES,positive
55,55:3,I love the Apple products.,COMPANY#GENERAL,positive
86,86:0,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",LAPTOP#GENERAL,positive
86,86:1,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD#DESIGN_FEATURES,positive
86,86:2,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",LAPTOP#USABILITY,positive
86,86:3,both upgrades were quickly accomplished after purchasing the necessary Product Key.,LAPTOP#USABILITY,positive
86,86:4,"Other installed features, such as certain printer software, are also most attractive.",LAPTOP#DESIGN_FEATURES,positive
127,127:0,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",LAPTOP#QUALITY,negative
127,127:1,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,LAPTOP#QUALITY,negative
127,127:2,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",SUPPORT#QUALITY,negative
127,127:3,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,SUPPORT#QUALITY,negative
127,127:4,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",SUPPORT#QUALITY,negative
127,127:5,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",LAPTOP#QUALITY,negative
127,127:6,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,LAPTOP#GENERAL,negative
127,127:8,I'll rather be out of date then spend more money on toshiba.,COMPANY#GENERAL,negative
127,127:9,Remember to do your research first before consider buying a toshiba product.,COMPANY#GENERAL,negative
1,1:0,All I can say is W-O-W.,LAPTOP#GENERAL,positive
1,1:1,This laptop is insane!!!,LAPTOP#GENERAL,positive
1,1:2,It's so nice to look at and the keys are easy to type with.,LAPTOP#DESIGN_FEATURES,positive
1,1:3,I bought a protector for my key pad and it works great :),KEYBOARD#OPERATION_PERFORMANCE,positive
1,1:4,This is definitely a computer worth the money;,LAPTOP#GENERAL,positive
1,1:5,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,MOUSE#DESIGN_FEATURES,neutral
1,1:6,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",LAPTOP#MISCELLANEOUS,positive
1,1:7,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",LAPTOP#GENERAL,positive
1,1:8,The Apple team also assists you very nicely when choosing which computer is right for you :),SUPPORT#QUALITY,positive
1,1:9,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",LAPTOP#GENERAL,positive
1,1:10,DEFINITELY recommended!!!,LAPTOP#GENERAL,positive
213,213:0,"Not a bad laptop, it's a bit slow, but gets the job done.",LAPTOP#GENERAL,positive
213,213:1,The lcd screen stopped working on mine after 10 months.,DISPLAY#QUALITY,negative
213,213:2,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,SUPPORT#MISCELLANEOUS,negative
213,213:3,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT#QUALITY,negative
213,213:4,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,SUPPORT#QUALITY,negative
213,213:5,Dealing with the support drone on the other end of the chat was sheer torture.,SUPPORT#QUALITY,negative
213,213:6,English must have been his third or fourth language.,SUPPORT#QUALITY,negative
213,213:7,"His language was so bad I swore I was taking the turing test, and it was failing.",SUPPORT#QUALITY,negative
213,213:8,after trying to get some help he disconnected on me.,SUPPORT#QUALITY,negative
213,213:10,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",SUPPORT#QUALITY,negative
213,213:12,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,SUPPORT#QUALITY,negative
213,213:13,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",SUPPORT#QUALITY,negative
213,213:14,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,SUPPORT#QUALITY,negative
213,213:15,They really do have the worlds very worst repair service.,SUPPORT#QUALITY,negative
16,16:0,"This computer gets very hot, before shutting down.",LAPTOP#QUALITY,negative
16,16:1,It is not ideal for children because of the temp.,LAPTOP#QUALITY,negative
16,16:2,"I Contacted HP  about this situation and was given excuses, without results.",SUPPORT#QUALITY,negative
16,16:3,They didn't even try to assist me or even offer a replacement.,SUPPORT#QUALITY,negative
16,16:4,I will never purchase a HP again ever.,COMPANY#GENERAL,negative
40,40:0,"Let's just get this out of the way, I love Apple!",COMPANY#GENERAL,positive
40,40:2,But the Macbook is the best!,LAPTOP#GENERAL,positive
40,40:3,It is super easy to use.,LAPTOP#USABILITY,positive
40,40:4,All you have to do is turn it on and it works.,LAPTOP#USABILITY,positive
40,40:5,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",LAPTOP#QUALITY,positive
40,40:6,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",LAPTOP#MISCELLANEOUS,neutral
40,40:8,In the past four years I've had it I have never once gotten a virus.,LAPTOP#QUALITY,positive
40,40:9,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.",BATTERY#QUALITY,neutral
40,40:10,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",LAPTOP#USABILITY,positive
40,40:11,"Also it is very good for college students who just need a reliable, easy to use computer.",LAPTOP#MISCELLANEOUS,positive
394,394:1,This laptop does everything I need it to very well.,LAPTOP#GENERAL,positive
394,394:5,The best thing about this laptop is the price along with some of the newer features.,LAPTOP#PRICE,positive
394,394:6,The screen is bright and the keyboard is nice;,DISPLAY#QUALITY,positive
394,394:7,I find myself using the 10-key more than I thought I would.,KEYBOARD#DESIGN_FEATURES,positive
394,394:8,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,BATTERY#OPERATION_PERFORMANCE,positive
394,394:9,For those that care about noise this thing doesn't really make any;,LAPTOP#QUALITY,positive
394,394:10,the i3 processor doesn't seem to run hot and the fan rarely turns on.,CPU#QUALITY,positive
394,394:11,I took off a star because the machine has a lot of junk software on it.,LAPTOP#DESIGN_FEATURES,negative
394,394:12,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,LAPTOP#DESIGN_FEATURES,negative
394,394:13,Once I removed all the software the laptop loads in 15-20 seconds.,SOFTWARE#GENERAL,negative
394,394:14,This is not a serious gaming laptop or a serious media machine;,LAPTOP#MISCELLANEOUS,negative
394,394:15,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,LAPTOP#MISCELLANEOUS,neutral
394,394:16,Overall I am very satisfied with the purchase.,LAPTOP#GENERAL,positive
386,386:0,"Great, quick laptop for the money.",LAPTOP#GENERAL,positive
386,386:1,Right size and weight for portability.,LAPTOP#DESIGN_FEATURES,positive
386,386:2,Battery life needs more life.,BATTERY#OPERATION_PERFORMANCE,negative
386,386:3,Battery is not upgradable to a longer life battery.,LAPTOP#USABILITY,negative
381,381:1,I love everything about it.,LAPTOP#GENERAL,positive
381,381:2,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,BATTERY#OPERATION_PERFORMANCE,negative
381,381:3,I would like at least a 4 hr. battery life.,BATTERY#OPERATION_PERFORMANCE,negative
381,381:4,"Otherwise, all other features are a 1",LAPTOP#DESIGN_FEATURES,positive
174,174:0,This mac is great!,LAPTOP#GENERAL,positive
174,174:1,"lightweight, long battery life, excellent transition from PC;",LAPTOP#DESIGN_FEATURES,positive
211,211:0,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,LAPTOP#GENERAL,negative
211,211:1,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",LAPTOP#MISCELLANEOUS,negative
211,211:3,Just don't waste your time and money on this.,LAPTOP#GENERAL,negative
211,211:4,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS",LAPTOP#GENERAL,negative
131,131:0,Summary: Dont buy HP.,COMPANY#GENERAL,negative
131,131:1,"If you buy, pray you dont have major prolems.",COMPANY#GENERAL,negative
143,143:0,Runs Hot,LAPTOP#QUALITY,negative
143,143:1,I thought we were paying for quality in our decision to buy an Apple product.,COMPANY#GENERAL,negative
143,143:3,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",DISPLAY#QUALITY,negative
162,162:0,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",LAPTOP#DESIGN_FEATURES,positive
204,204:2,Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.,LAPTOP#GENERAL,positive
204,204:3,Now they are believers in the product.,LAPTOP#GENERAL,positive
204,204:4,"It is easy to use, has great screen quality, and every so light weight.",LAPTOP#USABILITY,positive
207,207:0,This little netboook is helping me get work done!,LAPTOP#GENERAL,positive
207,207:2,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,LAPTOP#MISCELLANEOUS,positive
236,236:0,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,LAPTOP#DESIGN_FEATURES,positive
286,286:0,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",BATTERY#OPERATION_PERFORMANCE,positive
286,286:2,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,LAPTOP#QUALITY,positive
286,286:3,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",LAPTOP#MISCELLANEOUS,neutral
280,280:0,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",OS#DESIGN_FEATURES,positive
280,280:1,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",BATTERY#OPERATION_PERFORMANCE,neutral
281,281:0,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.",LAPTOP#GENERAL,positive
281,281:1,Has met or exceeded my needs for a compact travel device.,LAPTOP#PORTABILITY,positive
282,282:0,"So far, so good!",LAPTOP#GENERAL,positive
282,282:1,I've been impressed with the battery life and the performance for such a small amount of memory.,BATTERY#OPERATION_PERFORMANCE,positive
282,282:2,I don't understand why only Windows 7 Starter is included.,OS#GENERAL,negative
179,179:0,Strong performance in this device makes use of fun and a strong sense of the era of speed,LAPTOP#OPERATION_PERFORMANCE,positive
179,179:1,This device serves all modern requirements is a very strong game and is very useful for designers.,LAPTOP#GENERAL,positive
179,179:2,Enjoy that Toshib force and durability unparalleled,LAPTOP#OPERATION_PERFORMANCE,positive
336,336:0,"Needs longer lasting battery, More than 1 to 2 Hrs.",BATTERY#OPERATION_PERFORMANCE,negative
336,336:1,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",MOUSE#OPERATION_PERFORMANCE,neutral
