,0,aspect,prediction
304,"the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n't have to reboot the computer or anything , just open up explorer again . ",explorer!-,|explorer!open|program!open
305,it 's been so long since i 've had a program not shut down on me in windows that i hardly even noticed that it happened . ,,
306,that 's probably a bad thing . ,,thing!bad
307,the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well . ,player!-,process!painless|unit!process
308,"it was always after it finished a process or something , so it did n't cause any file errors . ",,
309,now that i have all my music on it there has n't been any more problems . ,player!+,
310,the screen is large and bright and has all the info i need where i need it . ,screen!+,|screen!large
311,i have n't tried setting up any playlists yet so i can 't comment on any problems there . ,,
312,the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides . ,eax mode!+,|level!same
313,the little jog dial seems weak and quirky and i hope i do n't figure out a way to break it . ,jog dial!-,hope!weak|dial!little|jog!little
314,the dial on the original zen was perfect and i wish it was on this model . ,,dial!perfect|zen!perfect|model!perfect|wish!dial
315,all in all though i 'm very happy with my new mp3 player . ,mp3 player!+,|player!new|mp3!new
316,"i 'll admit that i 'd own an ipod if i had money to burn , but for the money this is a much better buy . ",,buy!better|money!better|ipod!own
317,highly recommended ! ,,
318,i purchased the nomad jukebox zen xtra 40gb and it is fantastic ! ,nomad!+,|xtra!40gb|nomad!40gb|jukebox!40gb|zen!40gb
319,i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver . ,installation!-,message!problem|software!enclosed|problem!software|driver!software
320,this was quickly and easily fixed by going to the creative web site and downloaded then installed the updated driver . ,,site!creative|web!creative
321,i found using the supplied mediasource software very easy . ,software!+,software!easy
322,if you have always on internet or are logged into the internet you can use the feature that will download the album & song id information ( this is a free service ) with the click of a button . ,,service!free|internet!service|click!service
323,ripping your songs and creating playlists could n't be any easier . ,playlist!+,
324,i found using mediasource to load your songs to the nomad jukebox to be much easier and faster than using windows explorer . ,mediasource!+,jukebox!easier
325,just highlight the songs you want to transfer from your playlist or music library then click one button and it 's done ! ,,
326,being a creative product the playback quality is unbeatable . ,playback quality!+,product!creative|playback!unbeatable|quality!unbeatable
327,i use my own mid-priced headphones rather than the enclosed earbuds . ,,
328,when i played back a symphony orchestra you would swear that you were seated dead center in front of the orchestra - it 's that good ! ,sound!+,center!dead|front!dead
329,the sound quality with jazz and pop music is equally superior . ,sound quality!+,quality!superior|jazz!superior|music!jazz|pop!jazz
330,actually using the nomad jukebox is easy and uncomplicated . ,nomad!+,jukebox!easy
331,finding a particular song ( s ) or album on the nomad jukebox is fast and easy . ,finding!+,|song!particular|album!particular
332,i like to play my music by album and the nomad jukebox plays the songs in the same order as the actual cd . ,,music!like|order!same|album!like|jukebox!album|nomad!album
333,the high resolution screen is easy to read and has a backlight . ,screen!+,screen!easy|resolution!easy
334,"i can highly recommend this product because of its ease of use ( hardware and software ) , playback quality and value for the price . ",use!+|playback quality!+,product!recommend|ease!product
335,just bought one & i 've enjoyed it to date . ,player!+,
336,"nice palm sized unit , somewhat bigger then the ipod but not an issue if you 're not going to try & jog with it or something . ",size!+,unit!nice|palm!nice
337,"all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukeboxed ( ipod , archos , dell , samsung ) . ",sound quality!+,quality!best|mp3!creative|generation!jukeboxed|generation!best|ipod!generation|archos!jukeboxed|dell!ipod|samsung!jukeboxed
338,the eax settings are somewhat superfluous but not really a negative . ,eax!+,eax!superfluous
339,"i 've tried the belkin fm transmitter unit with it & it worked well when i set it on top of a portable radio , but was awful trying to use in the car which is somewhat of a disappointment . ",player!-,radio!portable|top!portable
340,dislikes ,,
341,- the controls are much inferior to the simple ipod ones . ,control!-,|ipod!simple
342,the black fly wheel feels pretty cheap & is uncomfortable to use . ,fly wheel!-,wheel!cheap|fly!black
343,the locations of various buttons on one side or the other is somewhat illogical ,button!-,side!illogical
344,- included creative software is pretty poor . ,software!-,software!poor
345,red chair 's notmad explorer is great & recommended by about every reviewer to repleace the creative jukebox software . ,,explorer!great|chair!great|software!creative|jukebox!creative|reviewer!software
346,"note : this will add about $ 30 to the price to purchase , but worth it ",,
347,likes ,,
348,- great value 40gb vs 10 gb ipod for the price ,price!+,value!great|ipod!great|price!great|gb!value
349,- best in class sound ,sound!+,
350,- large easy readable screen ,screen!+,screen!easy
351,"after receiving the box from amazon , i proceeded with charging the unit for the specified 4 hours , after which i installed the software and connected the unit to my pc via usb 2.0 . ",,
352,"the pc quickly picked up on it and attempted to install the software , which failed , as creative chose not to follow microsoft standards , whatever . ",,
353,"i then installed the software manually instead , after having to click past about 5 windows of "" please register with us so we can spam your inbox "" . ",,
354,"at this time , i decided to turn the player on , and much to my surprise it comes with quite the little library of classical music , one of which is a childhood favorite , bach 's air . ",,|surprise!much|music!little|time!surprise|library!little|favorite!little
355,"i tried to play the song three times , with no success . ",play!-,
356,"it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk . ",play!-,
357,"well , maybe that particular song was just corrupt , so i tried to upload some of my own , after four attempts , at each one the unit locked up and required a reboot , i managed to upload an album , which albeit was surprisingly fast , however when attempting to create a playlist out of my newly uploaded songs , the nomad again froze up and refused to work . ",,song!corrupt|nomad!froze|album!nomad
358,"i made an additional five attempts at creating a playlist , before packing the unit up and heading over to amazon 's product return page . ",,
359,"needless to say , i would n't recommend anyone purchasing this product . ",,anyone!recommend
360,"had there been strange noises , or obvious defects , i would have accepted a replacement , but this is clearly from a defective and inferior operating system and i for one do not intend on waiting for patches . ",software!-,system!clearly|replacement!noises|operating!clearly
361,charged my battery . ,,
362,plugged it in . ,,
