,index,sentence,lambda,raw_aspect,sentiment,aspect,target
427,427,crop and enlarge the best at practically no extra cost or time . ,"CC(time_NN_N_0,cost_NN_N_0,crop_NN_P_1)",['crop_NN_P_1'],[1],['crop'],
428,428,"the technology is finally here folks , to make your photo life easier . ","is_VB_N_0(folks_NNS_P_1,technology_NN_N_0)",[],[],[],
429,429,a great new use for that underutilized computer . ,"underutilized+computer_NN_N_0(seq(great_JJ_P_1,new+use_NN_N_0))",[],[],[],
430,430,a digital camera will stay at home if its a hassle to use . ,"use_VB_N_0(hassle_NN_Ne_1,home_NN_N_0(\X.stay_VB_N_0(X)),digital+camera_NN_N_0)",['hassle_NN_Ne_1'],[0],['hassle'],
431,431,"poor quality pics , short battery life , slow time consuming uploads and printing will ruin the digital camera experience and keep you buying film . ","CC(CC(keep_VB_N_0(you_PRP_N_0,buying_VB_N_0(film_NN_N_0)),ruin_VB_Ne_1(digital+camera+experience_NN_N_0),printing_NN_N_0),consuming_VB_N_0(uploads_NNS_Ne_1,time_NN_Ne_1,short+battery+life_NN_Ne_1))","['time_NN_Ne_1', 'short+battery+life_NN_Ne_1']","[0, 0]","['time', 'short battery life']",
432,432,this camera has none of these flaws and will be something you 'll use all the time . ,"CC(be_VB_N_0(ll_VB_N_0(time_NN_N_0(\X.use_VB_N_0(X)),something_NN_N_0,you_PRP_N_0)),has_VB_N_0(CC(flaws_NNS_Ne_1,none_NN_N_0)),camera_NN_N_0)",[],[],[],camera[+2]
433,433,"my wife shuns all new technology and compained when i brought this home , but now she 's forever asking for the digital camera . ","CC(asking_VB_N_0(digital+camera_NN_N_0,she_PRP_N_0),brought_VB_N_0(home_NN_N_0,i_FW_N_0,CC(\X.compained_VB_N_0(X),shuns_VB_N_0(new+technology_NN_N_0)),wife_NN_N_0))",[],[],[],
434,434,"and i let my kids shoot as many pics as they want , let them review them on the camera and just print the good ones ( which are not many ) . ","CC(let_VB_N_0(kids_NNS_N_0,shoot_VB_N_0(want_VB_N_0(let_VB_N_0(them_PRP_N_0,CC(print_VB_N_0(seq(camera_NN_P_1,ones_NNS_N_0)))),they_PRP_N_0,CC(as+many_NN_N_0,pics_NNS_N_0))),i_FW_N_0))",['camera_NN_P_1'],[1],['camera'],
435,435,get the canon 850 printer and an ex flash . ,"get_VB_N_0(CC(ex+flash_NN_N_0,CC(canon_NN_N_0,850+printer_NN_N_0)))",[],[],[],
436,436,"in short , i have a new slr with an expensive lens and several film point and shoots . ","have_VB_N_0(CC(film_NN_N_0(CC(\X.shoots_VB_N_0(X),point_NN_N_0)),expensive+lens_NN_N_0,new+slr_NN_N_0),i_FW_N_0)",[],[],[],
437,437,i have n't used any of them since i got the g3 . ,"got_VB_N_0(g3_NN_N_0,i_FW_N_0,used_VB_N_0(them_PRP_N_0),i_LS_N_0)",[],[],[],
438,438,"unless your a professional , now you will need only one camera . this one . ","NSS(need_VB_N_0(camera_NN_N_0,you_PRP_N_0),\X.X)",[],[],[],
439,439,"i spent a lot of time comparing different cameras , and i realized that there is not such thing as the best digital camera . ","CC(realized_VB_N_0(is_VB_N_0(seq(cameras_NNS_N_0,thing_NN_P_1)),i_FW_N_0))",['thing_NN_P_1'],[1],['thing'],
440,440,you can always spend more money to get a better one . ,"spend_VB_N_0(more+money_NN_N_0,get_VB_N_0(better_JJ_P_1),you_PRP_N_0)",[],[],[],
441,441,"however , for a $ 600 - $ 800 budget , i think this camera is an excellent choice . ","budget_NN_N_0(think_VB_N_0(is_VB_N_0(excellent+choice_NN_N_0,camera_NN_N_0),i_FW_N_0))",[],[],[],camera[+3]
442,442,"it has a beautiful design , lots of features , very easy to use , very configurable and customizable , and the battery duration is amazing ! ","CC(seq(lots_NNS_P_1,battery+duration_NN_N_0))",[],[],[],"design[+2], feature[+2],use[+1][u],battery[+2]"
443,443,"also , the display is "" hinged "" and it can be placed in a myriad of positions , or to protect it against any damage . ","CC(be_VB_N_0(CC(protect_VB_P_1(it_PRP_N_0,damage_NN_Ne_1),positions_NNS_N_0,display_NN_N_0,\X.placed_VB_N_0(X)),it_PRP_N_0))",['damage_NN_Ne_1'],[0],['damage'],display[+2]
444,444,excellent idea ! ,"seq(idea_NN_N_0,excellent_JJ_P_1)",[],[],[],
445,445,"one bad thing is that it comes with a pitiful 32mb compactflash card , and for most purposes , it is not enough . ",bad+thing_NN_N_0,[],[],[],compactflash[-2]
446,446,"however , it seems that this is the general rule for most digital cameras . ","seems_VB_N_0(is_VB_N_0(general+rule_NN_N_0),it_PRP_N_0)",[],[],[],
447,447,another good thing is that this camera seems to introduce much less noise in dark places than others i 've seen . ,"is_VB_N_0(camera_NN_N_0,good+thing_NN_N_0)",[],[],[],noise[+2]
448,448,i have owned this camera for a short time and would n't give it up for anything . ,"CC(anything_NN_N_0(give_VB_N_0(it_PRP_N_0)),have_VB_N_0(short+time_NN_N_0(owned_VB_N_0(camera_NN_N_0))),i_LS_N_0)",[],[],[],camera[+2]
449,449,it surpasses my greatest expectations in a 4mp camera .. ,"surpasses_VB_N_0(4mp+camera_NN_N_0(seq(greatest_JJ_P_1,expectations_NNS_N_0)),it_PRP_N_0)",[],[],[],camera[+2]
450,450,bought this product about a month ago and have used it in a variety of situations . ,"CC(have_VB_N_0(CC(situations_NNS_N_0,variety_NN_P_1,used_VB_N_0(it_PRP_N_0))),month_NN_N_0(bought_VB_N_0(product_NN_N_0)))",['variety_NN_P_1'],[1],['variety'],
451,451,in general it is easy to use and well laid out . ,"general_JJ_N_0(is_VB_N_0(easy_JJ_P_1,\X.use_VB_N_0(X),it_PRP_N_0))",[],[],[],"use[+1][u],design[+1][u]"
452,452,for `` cool factor '' buffs it looks and feels like a small plastic brick brick and does n't have any wow factor . ,"CC(factor_NN_P_1,buffs_NNS_P_1,CC(have_VB_N_0(wow+factor_NN_N_0),CC(\X.feels_VB_N_0(X),\X.looks_VB_N_0(X),seq(small_JJ_N_0,plastic+brick+brick_NN_N_0)),it_PRP_N_0))",['factor_NN_P_1'],[1],['factor'],
453,453,it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly . ,"being_VB_N_0(laid_VB_N_0(be_VB_N_0(\X.learned_VB_N_0(X),controls_NNS_P_1),\X.use_VB_N_0(X)),\X.makes_VB_N_0(X),it_PRP_N_0)",[],[],[],"use[+3],control[+2]"
454,454,the g3 has most if not all of the features that you would want from a semi-pro / pro slr with a good range of manual options for those who know something about photography . ,g3_NN_N_0,[],[],[],feature[+2]
455,455,"in the hands of someone who does n't , it will yield good results on idiot program / auto mode . ","does_VB_N_0(someone_NN_N_0,hands_NNS_N_0,yield_VB_N_0(idiot_VB_Ne_1(program+auto+mode_NN_N_0,seq(good_JJ_P_1,results_NNS_N_0)),it_PRP_N_0))",[],[],[],auto mode[+1]
456,456,"my wife , who has never used a camera before , picked it up and soon got the hang of the fact that if you do n't like what you have created you just delete and try again . ","CC(got_VB_N_0(fact_NN_N_0(CC(\X.try_VB_N_0(X),like_VB_P_1(delete_VB_N_0(\X.have_VB_N_0(\X.created_VB_N_0(X),X,you_PRP_N_0),you_PRP_N_0)),you_PRP_N_0),\X.hang_VB_Ne_1(X))),picked_VB_N_0(it_PRP_N_0,used_VB_N_0(camera_NN_N_0)),wife_NN_N_0)",[],[],[],
457,457,the photos she took are better than the results i got from my nikon slr and range of lenses ! ,"lenses_NNS_N_0(nikon_NN_N_0(CC(range_NN_N_0,slr_NN_N_0)),\X.got_VB_N_0(X),results_NNS_N_0,i_FW_N_0,photos_NNS_P_1)",[],[],[],
458,458,this is a big plus for those who a shifting to digital and the g3 's large mobile screen helps with this . ,"is_VB_N_0(CC(\X.helps_VB_N_0(X,CC(g3_NN_N_0(seq(large_JJ_N_0,mobile+screen_NN_N_0)),digital_JJ_N_0(\X.shifting_VB_N_0(X)))),big_JJ_N_0))",[],[],[],
459,459,negative points : ,"seq(points_NNS_N_0,negative_JJ_Ne_1)",[],[],[],
460,460,the included memory card is too small . ,"seq(small_JJ_N_0,included+memory+card_NN_N_0)",[],[],[],memory card[-2]
461,461,"go out and get a 256meg card , it 's worth the expense . ","CC(get_VB_N_0(256meg+card_NN_N_0),\X.go_VB_N_0(X),seq(expense_NN_N_0,it_PRP_N_0))",[],[],[],
462,462,it is made of plastic . ,"is_VB_N_0(made_VB_N_0(plastic_NN_N_0),it_PRP_N_0)",[],[],[],made[-2]
463,463,"for those who are used to brass cameras that can be dropped , picking up a camera like the g3 is an unnerving experience . ","is_VB_N_0(unnerving+experience_NN_N_0,picking_VB_N_0(CC(g3_NN_N_0,camera_NN_N_0),be_VB_N_0(\X.dropped_VB_N_0(X),are_VB_N_0(CC(brass_NN_N_0,cameras_NNS_N_0,\X.used_VB_N_0(X))))))",[],[],[],
464,464,"this is by no means unique to this model , i 'm sure . ",is_VB_N_0(means_NNS_N_0),[],[],[],
465,465,the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot . ,"CC(are_VB_N_0(going_VB_N_0(put_VB_N_0(round_VB_N_0(lot_NN_P_1,carry_VB_N_0(it_PRP_N_0)))),you_PRP_N_0,buying_VB_N_0(good+camera+bag_NN_P_1),it_PRP_N_0),seq(fragile_JJ_Ne_1,zoom+lens+unit_NN_N_0))","['lot_NN_P_1', 'good+camera+bag_NN_P_1']","[1, 1]","['lot', 'good camera bag']",lens[-1]
466,466,this is not a handbag camera . ,is_VB_N_0(handbag+camera_NN_N_0),[],[],[],
467,467,"while light , it will not easily go in small handbags or pockets . ","light_NN_N_0(CC(pockets_NNS_N_0,handbags_NNS_N_0,\X.go_VB_N_0(X),it_PRP_N_0))",[],[],[],size[-1][u]
468,468,the function lever - the one which switches between capture and view mode feels fragile . ,"CC(lever_NN_N_0,function_NN_N_0,CC(view+mode_NN_Ne_1,capture_NN_Ne_1,\X.switches_VB_N_0(X)))","['view+mode_NN_Ne_1', 'capture_NN_Ne_1']","[0, 0]","['view mode', 'capture']",lever[-1]
469,469,"flash - as with all built-in flashes in small cameras , you get overilluminated main subjects with depth being lost . ","flash_NN_N_0(CC(builtin_NN_N_0,flashes_NNS_N_0),get_VB_N_0(being_VB_N_0(\X.lost_VB_Ne_1(X),depth_NN_N_0,overilluminated_VB_N_0(seq(main_JJ_N_0,subjects_NNS_N_0))),you_PRP_N_0))",[],[],[],flash[-1]
470,470,the g3 has a shoe which will take other powerful ( and expensive ) canon flashes that will allow bounce and reflected flash photography . ,"has_VB_N_0(take_VB_N_0(CC(reflected_VB_N_0(flash+photography_NN_N_0),allow_VB_N_0(bounce_NN_N_0),CC(flashes_NNS_N_0,flashes_NNS_N_0)),shoe_NN_N_0),g3_NN_N_0)",[],[],[],
471,471,the strap is horrible and gets in the way of parts of the camera you need access to . ,"CC(need_VB_N_0(access_NN_N_0,camera_NN_N_0,you_PRP_N_0,parts_NNS_N_0,way_NN_N_0,\X.gets_VB_N_0(X)),strap_NN_Ne_1)",['strap_NN_Ne_1'],[0],['strap'],strap[-2]
472,472,"if you can afford this camera , you can afford to get a better strap elsewhere - a very minor quibble . ","afford_VB_P_1(camera_NN_N_0,you_PRP_N_0,afford_VB_P_1(get_VB_N_0(better+strap_NN_N_0),you_PRP_N_0))",[],[],[],
473,473,good points : ,"seq(good_JJ_P_1,points_NNS_N_0)",[],[],[],
474,474,the functionality on this camera is mind-blowing . ,"is_VB_N_0(\X.mindblowing_VB_N_0(X),CC(camera_NN_N_0,functionality_NN_N_0))",[],[],[],camera[+2]
475,475,canon have packed a lot in here and the options and controls are easy to use and logically laid out . ,"CC(CC(\X.laid_VB_N_0(X),options_NNS_P_1(\X.use_VB_N_0(X))),have_VB_N_0(packed_VB_N_0(lot_NN_N_0),canon_NN_N_0))",[],[],[],"option[+1}, control[+1]"
476,476,learning how to use it will not take very long . ,take_VB_N_0(learning_VB_N_0(use_VB_N_0(it_PRP_N_0))),[],[],[],learning[+1]
477,477,the image quality is excellent . ,"seq(excellent_JJ_P_1,image+quality_NN_N_0)",[],[],[],image quality[+3]
478,478,"messing around with images in photoshop ( a supplied software package ) and printing them on a good printer , yielded excellent results . ","CC(printing_VB_N_0(them_PRP_N_0,good+printer_NN_P_1),messing_VB_Ne_1(CC(photoshop_NN_P_1,supplied+software+package_NN_P_1,images_NNS_P_1)))","['good+printer_NN_P_1', 'photoshop_NN_P_1', 'supplied+software+package_NN_P_1']","[1, 1, 1]","['good printer', 'photoshop', 'supplied software package']",
479,479,"unless you are making posters , a g3 is more than good enough . ","are_VB_N_0(making_VB_N_0(posters_NNS_N_0),you_PRP_N_0,g3_NN_P_1)",['g3_NN_P_1'],[1],['g3'],
480,480,range of functions - as indicated above - it has something for everyone : point and shoot power plus advanced functions for those who are serious about photography . ,"has_VB_N_0(CC(seq(something_NN_P_1,functions_NNS_N_0)),it_PRP_N_0(\X.indicated_VB_N_0(X),CC(functions_NNS_N_0,range_NN_N_0)))",['something_NN_P_1'],[1],['something'],function[+1]
481,481,please note that this is the first digital camera i have owned or used . ,"note_NN_N_0(is_VB_N_0(have_VB_N_0(CC(\X.used_VB_N_0(X),\X.owned_VB_N_0(X)),seq(first_JJ_N_0,digital+camera_NN_N_0),i_FW_N_0)),\X.please_VB_N_0(X))",[],[],[],
482,482,a lot of my opinions are more relevant for those who are switching from film . ,"CC(opinions_NNS_N_0,lot_NN_N_0)",[],[],[],
483,483,i did extensive research before chosing the g3 but there 's nothing like picking one up and playing with it first . ,"CC(CC(playing_VB_N_0(it_PRP_N_0),\X.picking_VB_N_0(X),nothing_NN_N_0),chosing_VB_N_0(g3_NN_N_0),did_VB_N_0(extensive+research_NN_N_0),i_LS_N_0)",[],[],[],
484,484,this is by far the finest camera in its price and category i have ever used . ,"is_VB_N_0(used_VB_N_0(CC(category_NN_N_0,price_NN_N_0),i_FW_N_0,finest+camera_NN_N_0))",[],[],[],camera[+2]
485,485,it is also one of the few electronic items that works right out of the box . ,"is_VB_N_0(CC(right_NN_P_1,box_NN_N_0,\X.works_VB_P_1(X),seq(electronic_JJ_N_0,items_NNS_N_0)),it_PRP_N_0)",['right_NN_P_1'],[1],['right'],
486,486,the macro works great for medical photographs and the auto mode is terrific for point and shoot . ,"CC(CC(shoot_NN_P_1,point_NN_P_1,auto+mode_NN_N_0),macro_NN_N_0)","['shoot_NN_P_1', 'point_NN_P_1']","[1, 1]","['shoot', 'point']","macro[+2], auto mode[+2]"
487,487,this camera is closest to perfect than any other digicam that is 4-5 megapixel . ,"is_VB_N_0(45+megapixel_NN_N_0,other+digicam_NN_N_0,CC(camera_NN_N_0,camera_NN_P_1))",['camera_NN_P_1'],[1],['camera'],camera[+2]
488,488,beats that sony f717 ; its archrival . ,"CC(f717_NN_N_0,archrival_NN_N_0,\X.sony_VB_N_0(X),beats_NNS_N_0)",[],[],[],
489,489,i 'm glad canon decided to keep the 4mp resolution and improved upon it with new technology ; ,"CC(new+technology_NN_P_1(it_PRP_N_0(\X.improved_VB_P_1(X))),decided_VB_N_0(keep_VB_N_0(4mp+resolution_NN_P_1)),canon_NN_P_1,i_FW_N_0)","['new+technology_NN_P_1', '4mp+resolution_NN_P_1', 'canon_NN_P_1']","[1, 1, 1]","['new technology', '4mp resolution', 'canon']",4mp resolution[+1]
490,490,i can 't fit all that resolution ( 4mp = 2272x 1704 resol . ) in my 19in flat monitor ( 1200x1024 resol . ) anyways . ,"NSS(t_NN_N_0(fit_VB_N_0(resolution_NN_N_0(seq(4mp_JJ_N_0,1704+resol_NN_N_0))),i_LS_N_0),CC(19in_NN_N_0,flat+monitor_NN_N_0,1200x1024+resol_NN_N_0),anyways_NNS_N_0)",[],[],[],
491,491,please go to read dpreview.com and you 'll get the complete story . ,"CC(ll_VB_N_0(get_VB_N_0(complete+story_NN_N_0),you_PRP_N_0),go_VB_N_0(read_VB_N_0(dpreviewcom_NN_N_0),\X.please_VB_N_0(X)))",[],[],[],
492,492,my story is based on personal usage . ,"is_VB_N_0(based_VB_N_0(personal+usage_NN_N_0),story_NN_N_0)",[],[],[],
493,493,"yes there is a corner lens barrel distortion ( i do n't like it too but no harm done since i always use the camea lcd screen to see exactly what i 'm going to get ) in the viewfinder when you do n't zoom ( when you zoom the lens distortion goes away ) , canon knows this and engineered it that way to minimize the parallax phenomenon ; that is what lmost exactly ot the picture . ","CC(CC(engineered_VB_N_0(it_PRP_N_0,way_NN_N_0,minimize_VB_N_0(is_VB_N_0(ot_VB_N_0(picture_NN_N_0,lmost_NN_N_0),parallax+phenomenon_NN_N_0))),\X.knows_VB_N_0(X),use_VB_N_0(camea+lcd+screen_NN_N_0,zoom_VB_N_0(lens+distortion_NN_N_0,you_PRP_N_0,\X.zoom_VB_N_0(X),you_PRP_N_0,see_VB_N_0(\X.am_VB_N_0(going_VB_N_0(viewfinder_NN_N_0(\X.get_VB_N_0(X))),X,i_FW_N_0))),i_FW_N_0,\X.done_VB_N_0(X),harm_NN_Ne_1)),is_VB_N_0(CC(corner_NN_N_0,lens+barrel+distortion_NN_N_0),like_VB_P_1(it_PRP_N_0,i_FW_N_0)))",['harm_NN_Ne_1'],[0],['harm'],distortion[-1][u]
494,494,moving the viewfinder elsewhere on the camera will remove the lens distortion but increase the parallax phenomenon . ,"CC(increase_VB_N_0(parallax+phenomenon_NN_N_0),remove_VB_N_0(lens+distortion_NN_N_0),camera_NN_N_0(moving_VB_N_0(viewfinder_NN_N_0)))",[],[],[],
495,495,the distortion is not a flaw . ,"is_VB_N_0(flaw_NN_Ne_1,distortion_NN_Ne_1)","['flaw_NN_Ne_1', 'distortion_NN_Ne_1']","[0, 0]","['flaw', 'distortion']",
496,496,"as with taking digital pictures , i notice other people including myself have errors on their compactflash which results in certain shots being partially taken or lost - this is an issue that seems to effect compactflash and other digicam brand . ","notice_NN_N_0(CC(lost_VB_Ne_1(is_VB_N_0(seems_VB_N_0(effect_NN_N_0(CC(other+digicam+brand_NN_N_0,compactflash_NN_N_0)),issue_NN_N_0))),have_VB_N_0(CC(compactflash_NN_N_0,errors_NNS_N_0)),including_VB_N_0(myself_PRP_N_0,seq(other_JJ_N_0,people_NNS_N_0))),i_FW_N_0)",[],[],[],
497,497,i 've have n't heard about a diagnos or fix for this . ,"ve_FW_N_0(heard_VB_N_0(CC(fix_NN_N_0,diagnos_NN_N_0)),i_LS_N_0)",[],[],[],
498,498,"in terms of the shots taken , this camera is insanely great ! ","taken_VB_N_0(camera_NN_P_1,shots_NNS_P_1,terms_NNS_P_1)",['camera_NN_P_1'],[1],['camera'],shot[+2]
499,499,the pictures are fabulous and their is a ( short ) learning curve to it ; there are tons of features i have n't even gotten to . ,"CC(is_VB_N_0(seq(it_PRP_N_0,short+learning+curve_NN_N_0),are_VB_N_0(gotten_VB_N_0(features_NNS_N_0,i_FW_N_0,tons_NNS_N_0))),seq(fabulous_JJ_P_1,pictures_NNS_N_0))",[],[],[],"picture[+3],learning curve[+1]"
500,500,"in terms of the important accessories , i got myself an the extra litium battery . ","terms_NNS_P_1(got_VB_N_0(myself_PRP_N_0,extra+litium+battery_NN_N_0,i_FW_N_0))",[],[],[],
501,501,"based on my used , 1 full charge was enough for at least 255 shots . ","based_VB_N_0(used_VB_N_0(full+charge_NN_N_0),was_VB_N_0(seq(least_JJ_N_0,shots_NNS_N_0,enough_RB_N_P_1)))",[],[],[],
502,502,i also got myself a 512mb viking compact flash ( enough for 255 shots at full 4mp resolution and max picture quality ) and a used $ 250 3lb subnotebook with usb connection and tons of hard drive space for long trips so i can verify what i 've taken and that subnotebook also saves me from having to buy extra compactflash . ,"got_VB_N_0(myself_PRP_N_0,CC(with_NN_N_0(CC(of_NNS_N_0,drive+space_NN_N_0,CC(and_NN_N_0,connection_NN_N_0)),used_VB_N_0(3lb+subnotebook_NN_N_0)),CC(max+picture+quality_NN_N_0,resolution_NN_N_0,shots_NNS_N_0,CC(viking_NN_N_0,compact+flash_NN_N_0))),i_LS_N_0)",[],[],[],
503,503,the compact flash is delicate and i hate to swap it in fear on the connetions ( camera and cf ) bending ( can lead to cf erros ) or losing it . ,"CC(CC(CC(losing_VB_Ne_1(it_PRP_N_0),CC(cf_NN_N_0,erros_NNS_N_0),\X.lead_VB_P_1(X),cf_NN_N_0(\X.bending_VB_N_0(X))),hate_NN_Ne_1(CC(connetions+camera_NN_N_0,fear_NN_Ne_1,swap_VB_N_0(it_PRP_N_0)),i_FW_N_0)),seq(delicate_JJ_P_1,compact+flash_NN_N_0))","['hate_NN_Ne_1', 'fear_NN_Ne_1']","[0, 0]","['hate', 'fear']",
504,504,"anyways , canon has improved upon the g2 with this g3 . ","has_VB_N_0(g3_NN_N_0(g2_NN_N_0(\X.improved_VB_P_1(X))),canon_NN_N_0)",[],[],[],
505,505,it 's a winner . ,"seq(winner_NN_P_1,it_PRP_N_0)",['winner_NN_P_1'],[1],['winner'],
506,506,"i 've been pleased with the picture quality and durability in snow , car , boat and wind . ","ve_FW_N_0(been_VB_N_0(pleased_VB_P_1(snow_NN_N_0(car_NN_N_0(CC(wind_NN_N_0,boat_NN_N_0)),picture_NN_N_0(CC(durability_NN_N_0,quality_NN_N_0))))),i_FW_N_0)",[],[],[],picture quality[+2]
507,507,my only suggestion is to get a lens protector to help protect the shooting lens ( the lens coating will wear out after so many clean wipes ) and i 'm getting the those ( 52 mm adapter and uv lens filter ) at lensmateonline.com . ,"CC(am_VB_N_0(lensmateonlinecom_NN_N_0(getting_VB_N_0(mm_NN_N_0(CC(uv+lens_NN_N_0,adapter_NN_N_0,filter_NN_N_0)))),i_FW_N_0),is_VB_N_0(get_VB_N_0(help_VB_N_0(protect_VB_P_1(shooting+lens_NN_P_1),lens+protector_NN_N_0)),only+suggestion_NN_N_0))",['shooting+lens_NN_P_1'],[1],['shooting lens'],
508,508,they got the best lens adapter for the g3-better than canon 's . ,"CC(canon_NN_N_0,g3better_NN_N_0,got_VB_N_0(best+lens+adapter_NN_N_0),they_PRP_N_0)",[],[],[],
509,509,that 's what i did and hopes this helps . ,"CC(\X.hopes_VB_N_0(X),\X.did_VB_N_0(X),\X.helps_VB_N_0(X),i_FW_N_0)",[],[],[],
510,510,the camera 's a work of art / science -- that 's understood . ,"understood_VB_N_0(art+science_NN_N_0,CC(work_NN_P_1,camera_NN_N_0))",['work_NN_P_1'],[1],['work'],camera[+2]
511,511,"it takes great pictures , operates quickly , and feels solid . ","takes_VB_N_0(CC(pictures_NNS_P_1,\X.operates_VB_N_0(X)),it_PRP_N_0)",[],[],[],"picture[+2],feel[+1][u]"
512,512,"to address two previous somewhat negative reviews : ( 1 ) yes , the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; however , the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder . ","does_VB_N_0(CC(find_VB_N_0(myself_PRP_N_0,using_VB_N_0(lens+viewfinder_NN_Ne_1),i_FW_N_0),seq(part_NN_Ne_1,lcd+viewfinder_NN_Ne_1)),lens+barrel_NN_Ne_1)","['lens+viewfinder_NN_Ne_1', 'part_NN_Ne_1', 'lcd+viewfinder_NN_Ne_1', 'lens+barrel_NN_Ne_1']","[0, 0, 0, 0]","['lens viewfinder', 'part', 'lcd viewfinder', 'lens barrel']",viewfinder[-2]
513,513,"( 2 ) there are , actually , several differences between the g2 and g3 , such as differences in continuous shooting , the optical lens , the control layout , playback zoom , image processing , and so on . ","are_VB_N_0(control+layout+playback_NN_N_0(CC(zoom_NN_N_0,image+processing_NN_N_0),differences_NNS_N_0,optical+lens_NN_N_0,CC(g3_NN_N_0,g2_NN_N_0,seq(several_JJ_N_0,differences_NNS_N_0))))",[],[],[],
514,514,"you see , i can 't rank the product since the merchant that amazon is collaborating with ( j and r camera . ) to bring us consumers better choices never sent me the product . ","NSS(see_VB_N_0(t_NN_N_0(is_VB_N_0(CC(r+camera_NN_N_0,j_NN_N_0,\X.collaborating_VB_N_0(X)),merchant_NN_N_0,amazon_NN_N_0,rank_VB_N_0(product_NN_N_0)),i_FW_N_0),you_PRP_N_0),bring_VB_N_0(us_PRP_N_0,consumers_NNS_N_0,sent_VB_N_0(me_PRP_N_0,product_NN_N_0,seq(better_JJ_P_1,choices_NNS_N_0))))",[],[],[],
515,515,"although you may think you 're dealing with amazon , you 're dealing with some second rate store that you 've never heard of . ","think_VB_N_0(re_VB_N_0(dealing_VB_N_0(amazon_NN_N_0),you_PRP_N_0),you_PRP_N_0,re_VB_N_0(dealing_VB_N_0(heard_VB_N_0(second+rate+store_NN_N_0,you_PRP_N_0)),you_PRP_N_0))",[],[],[],
516,516,"after charging my card for the camera and for expedited shipping , 5 business days later , they still had n't shipped the product . ","CC(business_NN_N_0,days_NNS_N_0,charging_VB_N_0(card_NN_N_0,CC(expedited+shipping_NN_N_0,camera_NN_N_0)),shipped_VB_N_0(product_NN_N_0,they_PRP_N_0))",[],[],[],
517,517,"i called them twice and both times they said it is "" about to ship "" . ","CC(times_NNS_N_0(said_VB_N_0(is_VB_N_0(\X.ship_VB_N_0(X),it_PRP_N_0),they_PRP_N_0)),called_VB_N_0(them_PRP_N_0,i_LS_N_0))",[],[],[],
518,518,"one of the calls was on a saturday and when i pressed the guy a bit , he said , "" actually we do n't ship on saturdays "" . ","CC(pressed_VB_N_0(guy_NN_N_0,bit_NN_N_0,i_FW_N_0,said_VB_N_0(saturdays_NNS_N_0(\X.ship_VB_N_0(X),we_PRP_N_0),he_PRP_N_0)),was_VB_N_0(calls_NNS_N_0))",[],[],[],
519,519,so why lie about it ? ,"seq(it_PRP_N_0,lie_NN_Ne_1,so_RB_I_N_0)",['lie_NN_Ne_1'],[0],['lie'],
520,520,so i finally gave them a deadline which they said they could meet . ,"gave_VB_N_0(them_PRP_N_0,said_VB_N_0(\X.meet_VB_N_0(X,they_PRP_N_0),deadline_NN_N_0,they_PRP_N_0),i_FW_N_0)",[],[],[],
521,521,"although they accepted that they will ship on mon - 6 jan , they still did n't ship it . ","accepted_VB_N_0(CC(mon_NN_N_0,6+jan_NN_N_0,\X.ship_VB_N_0(X),they_PRP_N_0),they_PRP_N_0,ship_VB_N_0(it_PRP_N_0,they_PRP_N_0))",[],[],[],
522,522,"they said it is in stock , but they are "" too busy "" . ","CC(seq(stock_NN_N_0,they_PRP_N_0))",[],[],[],
523,523,"they were n't busy enough to charge the credit card , though ! ","CC(credit+card_NN_N_0,credit+card_NN_P_1,they_PRP_N_0)",['credit+card_NN_P_1'],[1],['credit card'],
524,524,"although i tried contacting amazon to see if they can do anything , the replies i got were inept as if they had n't taken time to read the complaint . ","tried_VB_N_0(contacting_VB_N_0(see_VB_N_0(do_VB_N_0(anything_NN_N_0,they_PRP_N_0),amazon_NN_N_0)),i_FW_N_0,got_VB_N_0(replies_NNS_Ne_1,i_FW_N_0))",[],[],[],
525,525,i cancelled the order . ,"cancelled_VB_N_0(order_NN_N_0,i_LS_N_0)",[],[],[],
526,526,hope to get my refund in a timely manner . ,"timely+manner_NN_N_0(get_VB_N_0(refund_NN_P_1),hope_NN_N_0)",['refund_NN_P_1'],[1],['refund'],
527,527,"thanks for nothing , amazon ! ","CC(nothing+amazon_NN_N_0,thanks_NNS_N_0)",[],[],[],
528,528,this camera has a major design flaw . ,"has_VB_N_0(major+design+flaw_NN_N_0,camera_NN_N_0)",[],[],[],design[-3]
529,529,when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens . ,"viewfinder_NN_N_0(\X.look_VB_N_0(X),lcd_NN_N_0,you_PRP_N_0,is_VB_N_0(lens_NN_N_0(\X.blocked_VB_N_0(X)),picture_NN_N_0(CC(bottom_NN_N_0,left+corner_NN_N_0))))",[],[],[],viewfinder[-2]
530,530,i called the canon technical service center to see if i had a defective camera . ,"called_VB_N_0(CC(canon_NN_N_0,technical+service+center_NN_N_0),see_VB_N_0(had_VB_N_0(defective+camera_NN_N_0,i_FW_N_0)),i_LS_N_0)",[],[],[],
