review,target,domain,aspect
"+ they have great optics ( cp5700 has great optical zoom ) and features , not to mention take great pictures . ",0,Canon_G3.txt,
"- the drawbacks were that they were not user friendly for the casual photographer , the lcd screen is a little too small , cp5000 does not take photos in raw format . ",0,Canon_G3.txt,
olympus c5050 is a very solid camera with a metal body . ,0,Canon_G3.txt,
"+ takes sharp 5mp photo 's , has great features and relatively easy to use . ",0,Canon_G3.txt,
"- i did n't care much for the tilting lcd screen , it seemed very limited and not very usefull . ",0,Canon_G3.txt,
photos had some artifacts and noise . ,0,Canon_G3.txt,
my fiance just did n't like the way it felt in her hands . ,0,Canon_G3.txt,
we also looked at the fuji fps602 . ,0,Canon_G3.txt,
"nice camera but does n't take as sharp as pictures i thought they would , and again . ",0,Canon_G3.txt,
fiance did n't like the feel . ,0,Canon_G3.txt,
the canon g3 . ,0,Canon_G3.txt,
"4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use ( has a great swivel lcd screen ) , a lot of features and add-on options , comes with great software ( not to be overlooked ) , and last but by far not least , received my fiance 's stamp of approval ( two thumbs up ! ) ",1,Canon_G3.txt,"photo[+3], use[+3], software[+2]"
"a lot of research went into digital camera 's before i made this purchase , and hands down , the g3 had everything i needed plus more . ",0,Canon_G3.txt,
"the other cameras were great and i 'm sure many people will beg to differ from my observations , but to each his / her own . ",0,Canon_G3.txt,
"i have no buyers remorse with this baby , and i never will . ",0,Canon_G3.txt,
"always remember , cameras do n't take great pictures , people do ! ",0,Canon_G3.txt,
the powershot g3 is a great camera . ,1,Canon_G3.txt,camera[+2]
why ? ,0,Canon_G3.txt,
because it can help a so-so photographer take spectacular photos ! ,1,Canon_G3.txt,photo[+3]
"4 megapixels is plenty for all but pros , and you will not be disappointed with the results of this camera . ",1,Canon_G3.txt,camera[+2]
it 's slightly lighter than the g2 and packed with even more features . ,1,Canon_G3.txt,feature[+1]
make sure you get a big compactflash card ( it comes with a 32mb ) -- the 512mb cards are pretty [ inexpensive ] here on amazon.com and can hold about 500 photos at a time ! ,0,Canon_G3.txt,
"the catch with the canon g3 camera , ( and perhaps all of digital cameras ) is that its unresponsiveness will cause you to miss precious shots . ",1,Canon_G3.txt,unresponsiveness[-2]
"prior to the purchase , none of my digital camera friends mentioned the delay between pressing the shutter button and the camera taking the picture . ",0,Canon_G3.txt,
"no one told me , but i wanted to tell you . ",0,Canon_G3.txt,
this is not the same thing as a film camera . ,0,Canon_G3.txt,
and while it is cool and fun and has no film processing costs . ,0,Canon_G3.txt,
they have n't got all the bugs worked out just yet . ,0,Canon_G3.txt,
"most of the time , my g3 is a well-behaved camera . ",0,Canon_G3.txt,
"but once in a while , i run up against it 's major flaw : ",0,Canon_G3.txt,
it sometimes takes the picture at some indefinite period of time after you press the shutter button . ,1,Canon_G3.txt,delay[-1][u]
i am not talking milliseconds . ,0,Canon_G3.txt,
picture this : ,0,Canon_G3.txt,
"your child is going to do a cannonball off the diving board , so you compose the shot and wait for your moment . ",0,Canon_G3.txt,
"when it arrives , you press the shutter release . ",0,Canon_G3.txt,
splash ! ,0,Canon_G3.txt,
"the moment passes , and then your new g3 camera takes the shot . ",0,Canon_G3.txt,
perhaps there is a way around this delay . ,0,Canon_G3.txt,
"some feature i could turn on or off , or some attachment i could get . ",0,Canon_G3.txt,
"yes , i push the button down halfway first to avoid the autofocus delay . ",0,Canon_G3.txt,
"yes , i have red-eye off , and yes , i 've tried adding a flash . ",0,Canon_G3.txt,
"but after trying many adjustments , the camera remains unresponsive when compared to any film-based camera . ",0,Canon_G3.txt,
i own another canon - an eos ( 35mm film ) camera . ,0,Canon_G3.txt,
it focuses in a snap . ,0,Canon_G3.txt,
"dim or bright , it would never take a picture after the birthday candles had blown out , after the tae kwon do kick broke the board . ",0,Canon_G3.txt,
canon 's g3 does it consistently . ,1,Canon_G3.txt,delay[-2][u]
"it feels slow to focus , and unbearably slow to shoot . ",1,Canon_G3.txt,"focus[-2], shoot[-2]"
i challenge anyone ( who is not in direct sun at the beach at noon ) to say it is fast and responsive . ,0,Canon_G3.txt,
"and so i must ask , what are cameras for ? ",0,Canon_G3.txt,
what task do they perform ? ,0,Canon_G3.txt,
cameras capture moments . ,0,Canon_G3.txt,
they stop time . ,0,Canon_G3.txt,
"because once the moment is gone , it is not coming back . ",0,Canon_G3.txt,
"the dive , the kick , the blow-out-the-candles moments are , to me , the reason for cameras . ",0,Canon_G3.txt,
"a 35mm film camera captures the moments you want , while these digital cameras ( my friends now inform me ) all seem to capture the moment immediately following the one you asked to capture . ",0,Canon_G3.txt,
"not all the time , but often enough to be a real problem . ",0,Canon_G3.txt,
"like i said , when the moment is gone , it is gone . ",0,Canon_G3.txt,
so buy the g3 . ,0,Canon_G3.txt,
"buy it for fun , for lack of processing , because you want to use iphoto , or whatever . ",0,Canon_G3.txt,
"but do not assume , as i did , that the g3 has the same ability as [ your current film camera ] to stop the moment you choose . ",0,Canon_G3.txt,
"from a dime store disposable to a top of the line eos , all film cameras share this ability to capture the moment you tell them to . ",0,Canon_G3.txt,
"unfortunately , this digital moment-capturing device called the g3 sometimes captures the moment after the one you wanted . ",1,Canon_G3.txt,g3[-2]
this is my first digital camera and i could n't be happier . ,1,Canon_G3.txt,camera[+3]
i have but plan on selling my rebel ti and all of the equipment with it . ,0,Canon_G3.txt,
i love the quality of the pictures . ,1,Canon_G3.txt,picture quality[+2]
they look fantastic . ,1,Canon_G3.txt,picture quality[+2][p]
i can take better pictures with this then my rebel ti with a good lens . ,0,Canon_G3.txt,
it 's just easier for me since i can make on the fly adjustments . ,0,Canon_G3.txt,
the canon g3 is perhaps the best 4mp camera out there . ,1,Canon_G3.txt,4mp camera[+2]
"i 've tried the sony s85 with the carl zeiss lens , but the pictures were too digital . ",0,Canon_G3.txt,
"with canon , you get pictures that appear to be photos , not still camcorder shots . ",1,Canon_G3.txt,picture[+2]
i love the eos based controls and easy menus . ,1,Canon_G3.txt,"control[+2],menu[+2]"
i do n't need to go into exhustive review of this camera . ,0,Canon_G3.txt,
many before me have done that already . ,0,Canon_G3.txt,
i agree with the positive reviews . ,0,Canon_G3.txt,
but there are two things i do n't like about the camera that were not mentioned in any previous reviews . ,0,Canon_G3.txt,
1 ) the included lens cap is very loose on the camera . ,1,Canon_G3.txt,lens cap[-2]
"though the instruction booklet says that the camera should display "" lens "" when the cap and the camera are both on , the camera lens extends out and simply takes the lens cap off by itself . ",0,Canon_G3.txt,
"i 'm concerned that with the easily removed lens cap , i may damage the lens . ",0,Canon_G3.txt,
very cheaply made . ,0,Canon_G3.txt,
"2 ) the body construction - buttons , casing , etc , are too plastic . ",1,Canon_G3.txt,body[-2]
the g2 was better in this respect . ,0,Canon_G3.txt,
it had a heavier and more sturdy casing . ,1,Canon_G3.txt,casing[-2]
"despite these grieps , i still recommend the camera . ",0,Canon_G3.txt,
i used a canon powershot s20 for about 2.5 years and loved it ! ,0,Canon_G3.txt,
"there were a few flaws that i learned to deal with and took thousands of pictures around the world , losing a few that i really regretted . ",0,Canon_G3.txt,
"i finally decided to upgrade , and started my research . ",0,Canon_G3.txt,
"canon was an obvious choice , but i did not want to limit my decision , so started researching all brands that would take my microdrives . ",0,Canon_G3.txt,
"i researched , held , tested , and observed 3 different brands . ",0,Canon_G3.txt,
"needless to say , the canon won , hands down . ",0,Canon_G3.txt,
this camera performs like i can not believe ! ,0,Canon_G3.txt,
"i bought it for my trip to beunos aires , and also used it at the iguazu falls , and could not have asked for more perfect performance ! ",1,Canon_G3.txt,performance[+3][p]
"it was too new to have learned much about the advanced features , so i generally used the auto mode . ",0,Canon_G3.txt,
"this camera is worth every penny , and i highly recommend it ! ",1,Canon_G3.txt,camera[+3]
another point of note : the battery life is incredible ! ,1,Canon_G3.txt,battery life[+3]
"i did not have a backup battery , and had no need for one . ",0,Canon_G3.txt,
"i did have ability to charge it every night , so do n't know how long it would have actually gone before dying . ",0,Canon_G3.txt,
this camera will stay with me for years ! ,0,Canon_G3.txt,
i 've been looking to buy a digital camera for a long time and v = finally decided that now was the time . ,0,Canon_G3.txt,
"after a lot of research , i decided on the g3 . ",0,Canon_G3.txt,
am i ever glad that i decided on this camera ! ,1,Canon_G3.txt,camera[+2]
"i 've only had it a week , but so far , everything about this camera is making me happy . ",1,Canon_G3.txt,camera[+2]
forget the fact that it 'll probably take me a year to figure out all the features this camera has to offer . ,0,Canon_G3.txt,
i 've been able to change modes on this thing without even looking at the manual . ,0,Canon_G3.txt,
very intuitive menus are a big plus on this camera . ,1,Canon_G3.txt,menu[+2]
"i charged it up the day i got it , took a bunch of pictures and i do n't think the battery indicator has budged from fully charged . ",0,Canon_G3.txt,
the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging . ,1,Canon_G3.txt,battery[+2]
