,index,sentence,lambda,raw_aspect,sentiment,aspect,target
455,455,"in the hands of someone who does n't , it will yield good results on idiot program / auto mode . ","hands_NNS_N_0(yield_VB_N_0(idiot_VB_Ne_1(program+auto+mode_NN_N_0,results_NNS_P_1),it_PRP_N_0))",[],[],[],auto mode[+1]
456,456,"my wife , who has never used a camera before , picked it up and soon got the hang of the fact that if you do n't like what you have created you just delete and try again . ","CC(got_VB_N_0(\X.hang_VB_Ne_1(X)),picked_VB_N_0(it_PRP_N_0,used_VB_N_0(camera_NN_N_0)),wife_NN_N_0)",[],[],[],
457,457,the photos she took are better than the results i got from my nikon slr and range of lenses ! ,"nikon_NN_N_0(CC(range_NN_N_0,slr_NN_N_0),\X.got_VB_N_0(X),results_NNS_N_0,i_FW_N_0,photos_NNS_P_1)",[],[],[],
458,458,this is a big plus for those who a shifting to digital and the g3 's large mobile screen helps with this . ,"is_VB_N_0(CC(helps_VB_N_0(\X.X,CC(seq(g3_NN_N_0,screen_NN_N_0),digital_JJ_N_0(\X.shifting_VB_N_0(X)))),big_JJ_N_0),\X.X)",[],[],[],
459,459,negative points : ,points_NNS_N_0(negative_JJ_Ne_1),[],[],[],
460,460,the included memory card is too small . ,included_VB_N_0(memory+card_NN_N_0),[],[],[],memory card[-2]
461,461,"go out and get a 256meg card , it 's worth the expense . ","CC(get_VB_N_0(card_NN_N_0),\X.go_VB_N_0(X),expense_NN_N_0(it_PRP_N_0))",[],[],[],
462,462,it is made of plastic . ,"is_VB_N_0(made_VB_N_0(\X.X),it_PRP_N_0)",[],[],[],made[-2]
463,463,"for those who are used to brass cameras that can be dropped , picking up a camera like the g3 is an unnerving experience . ","is_VB_N_0(experience_NN_Ne_1,picking_VB_N_0(seq(g3_NN_N_0,camera_NN_N_0),be_VB_N_0(\X.dropped_VB_N_0(X),are_VB_N_0(seq(brass_NN_N_0,cameras_NNS_N_0,\X.used_VB_N_0(X)),\X.X))))",['experience_NN_Ne_1'],[0],['experience'],
464,464,"this is by no means unique to this model , i 'm sure . ","is_VB_N_0(means_NNS_N_0,\X.X)",[],[],[],
465,465,the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot . ,"CC(are_VB_N_0(going_VB_N_0(put_VB_N_0(round_VB_N_0(lot_NN_P_1,carry_VB_N_0(it_PRP_N_0)))),you_PRP_N_0,buying_VB_N_0(camera+bag_NN_P_1),it_PRP_N_0),zoom+lens+unit_NN_Ne_1)","['lot_NN_P_1', 'camera+bag_NN_P_1', 'zoom+lens+unit_NN_Ne_1']","[1, 1, 0]","['lot', 'camera bag', 'zoom lens unit']",lens[-1]
466,466,this is not a handbag camera . ,"is_VB_N_0(handbag+camera_NN_N_0,\X.X)",[],[],[],
467,467,"while light , it will not easily go in small handbags or pockets . ","light_NN_N_0(CC(pockets_NNS_N_0,handbags_NNS_N_0,\X.go_VB_N_0(X),it_PRP_N_0))",[],[],[],size[-1][u]
468,468,the function lever - the one which switches between capture and view mode feels fragile . ,"seq(lever_NN_N_0,function_NN_N_0,CC(view+mode_NN_Ne_1,capture_NN_N_0,\X.switches_VB_N_0(X),\X.X))",['view+mode_NN_Ne_1'],[0],['view mode'],lever[-1]
469,469,"flash - as with all built-in flashes in small cameras , you get overilluminated main subjects with depth being lost . ","flash_NN_N_0(cameras_NNS_N_0(seq(builtin_NN_N_0,flashes_NNS_N_0)),get_VB_N_0(being_VB_N_0(\X.lost_VB_Ne_1(X),depth_NN_N_0,overilluminated_VB_N_0(subjects_NNS_N_0)),you_PRP_N_0))",[],[],[],flash[-1]
470,470,the g3 has a shoe which will take other powerful ( and expensive ) canon flashes that will allow bounce and reflected flash photography . ,"has_VB_N_0(take_VB_N_0(CC(reflected_VB_N_0(flash+photography_NN_N_0),allow_VB_N_0(bounce_NN_N_0),CC(flashes_NNS_N_0,flashes_NNS_P_1)),shoe_NN_N_0),g3_NN_N_0)",[],[],[],
471,471,the strap is horrible and gets in the way of parts of the camera you need access to . ,"CC(way_NN_N_0(\X.gets_VB_N_0(X)),strap_NN_Ne_1)",['strap_NN_Ne_1'],[0],['strap'],strap[-2]
472,472,"if you can afford this camera , you can afford to get a better strap elsewhere - a very minor quibble . ","afford_VB_P_1(camera_NN_N_0,you_PRP_N_0,afford_VB_P_1(get_VB_N_0(strap_NN_P_1),you_PRP_N_0))",['strap_NN_P_1'],[1],['strap'],
473,473,good points : ,points_NNS_P_1,[],[],[],
474,474,the functionality on this camera is mind-blowing . ,"is_VB_N_0(\X.mindblowing_VB_N_0(X),seq(camera_NN_N_0,functionality_NN_N_0))",[],[],[],camera[+2]
475,475,canon have packed a lot in here and the options and controls are easy to use and logically laid out . ,"CC(CC(\X.laid_VB_N_0(X),options_NNS_P_1(\X.use_VB_N_0(X))),have_VB_N_0(packed_VB_N_0(lot_NN_N_0),canon_NN_N_0))",[],[],[],"option[+1}, control[+1]"
476,476,learning how to use it will not take very long . ,take_VB_N_0(learning_VB_N_0(use_VB_N_0(it_PRP_N_0))),[],[],[],learning[+1]
477,477,the image quality is excellent . ,image+quality_NN_P_1,['image+quality_NN_P_1'],[1],['image quality'],image quality[+3]
478,478,"messing around with images in photoshop ( a supplied software package ) and printing them on a good printer , yielded excellent results . ","yielded_VB_N_0(results_NNS_P_1,CC(printing_VB_N_0(them_PRP_N_0,printer_NN_P_1),messing_VB_Ne_1(photoshop_NN_N_0(supplied_VB_N_0(software+package_NN_N_0),images_NNS_N_0))))",['printer_NN_P_1'],[1],['printer'],
479,479,"unless you are making posters , a g3 is more than good enough . ","are_VB_N_0(making_VB_N_0(posters_NNS_N_0),you_PRP_N_0,g3_NN_P_1)",['g3_NN_P_1'],[1],['g3'],
480,480,range of functions - as indicated above - it has something for everyone : point and shoot power plus advanced functions for those who are serious about photography . ,"has_VB_N_0(CC(photography_NN_N_0(\X.X,functions_NNS_P_1),everyone_NN_N_0(CC(shoot+power_NN_N_0,point_NN_N_0),something_NN_N_0)),it_PRP_N_0(\X.indicated_VB_N_0(X),range_NN_N_0))",[],[],[],function[+1]
481,481,please note that this is the first digital camera i have owned or used . ,"note_NN_N_0(is_VB_N_0(have_VB_N_0(CC(\X.used_VB_N_0(X),\X.owned_VB_N_0(X)),camera_NN_N_0,i_FW_N_0),\X.X),\X.please_VB_N_0(X))",[],[],[],
482,482,a lot of my opinions are more relevant for those who are switching from film . ,lot_NN_N_0,[],[],[],
483,483,i did extensive research before chosing the g3 but there 's nothing like picking one up and playing with it first . ,"CC(CC(playing_VB_N_0(it_PRP_N_0),picking_VB_N_0(\X.X),nothing_NN_N_0),chosing_VB_N_0(g3_NN_N_0),did_VB_N_0(research_NN_N_0),i_LS_N_0)",[],[],[],
484,484,this is by far the finest camera in its price and category i have ever used . ,"is_VB_N_0(used_VB_N_0(CC(category_NN_N_0,price_NN_N_0),i_FW_N_0,camera_NN_P_1),\X.X)",['camera_NN_P_1'],[1],['camera'],camera[+2]
485,485,it is also one of the few electronic items that works right out of the box . ,"is_VB_N_0(\X.X,it_PRP_N_0)",[],[],[],
486,486,the macro works great for medical photographs and the auto mode is terrific for point and shoot . ,"CC(CC(shoot_NN_P_1,point_NN_N_0,auto+mode_NN_N_0),macro_NN_P_1)","['shoot_NN_P_1', 'macro_NN_P_1']","[1, 1]","['shoot', 'macro']","macro[+2], auto mode[+2]"
487,487,this camera is closest to perfect than any other digicam that is 4-5 megapixel . ,camera_NN_N_0,[],[],[],camera[+2]
488,488,beats that sony f717 ; its archrival . ,"seq(f717_NN_N_0,archrival_NN_N_0,\X.sony_VB_N_0(X),beats_NNS_N_0)",[],[],[],
489,489,i 'm glad canon decided to keep the 4mp resolution and improved upon it with new technology ; ,"CC(technology_NN_P_1(it_PRP_N_0(\X.improved_VB_P_1(X))),decided_VB_N_0(keep_VB_N_0(resolution_NN_N_0)),canon_NN_N_0,i_FW_N_0)",['technology_NN_P_1'],[1],['technology'],4mp resolution[+1]
490,490,i can 't fit all that resolution ( 4mp = 2272x 1704 resol . ) in my 19in flat monitor ( 1200x1024 resol . ) anyways . ,"t_NN_N_0(19in_NN_N_0(monitor_NN_N_0(1200x1024_NN_N_0(seq(resol_NN_N_0,anyways_NNS_N_0))),fit_VB_N_0(seq(resolution_NN_N_0,resol_NN_N_0))),i_LS_N_0)",[],[],[],
491,491,please go to read dpreview.com and you 'll get the complete story . ,"CC(ll_VB_N_0(get_VB_N_0(story_NN_N_0),you_PRP_N_0),go_VB_N_0(read_VB_N_0(dpreviewcom_NN_N_0),\X.please_VB_N_0(X)))",[],[],[],
492,492,my story is based on personal usage . ,"is_VB_N_0(based_VB_N_0(usage_NN_N_0),story_NN_N_0)",[],[],[],
493,493,"yes there is a corner lens barrel distortion ( i do n't like it too but no harm done since i always use the camea lcd screen to see exactly what i 'm going to get ) in the viewfinder when you do n't zoom ( when you zoom the lens distortion goes away ) , canon knows this and engineered it that way to minimize the parallax phenomenon ; that is what lmost exactly ot the picture . ","CC(CC(engineered_VB_N_0(it_PRP_N_0,way_NN_N_0,minimize_VB_N_0(is_VB_N_0(ot_VB_N_0(picture_NN_N_0,lmost_NN_N_0),parallax+phenomenon_NN_N_0))),knows_VB_N_0(\X.X),use_VB_N_0(camea+lcd+screen_NN_N_0,zoom_VB_N_0(lens+distortion_NN_N_0,you_PRP_N_0,\X.zoom_VB_N_0(X),you_PRP_N_0,see_VB_N_0(\X.am_VB_N_0(going_VB_N_0(viewfinder_NN_N_0(\X.get_VB_N_0(X))),X,i_FW_N_0))),i_FW_N_0,\X.done_VB_N_0(X),harm_NN_Ne_1)),is_VB_N_0(seq(corner_NN_N_0,lens+barrel+distortion_NN_N_0),\X.X,like_VB_P_1(it_PRP_N_0,i_FW_N_0)))",['harm_NN_Ne_1'],[0],['harm'],distortion[-1][u]
494,494,moving the viewfinder elsewhere on the camera will remove the lens distortion but increase the parallax phenomenon . ,"CC(increase_VB_N_0(parallax+phenomenon_NN_N_0),remove_VB_N_0(lens+distortion_NN_N_0),moving_VB_N_0(viewfinder_NN_N_0))",[],[],[],
495,495,the distortion is not a flaw . ,"is_VB_N_0(flaw_NN_Ne_1,distortion_NN_Ne_1)","['flaw_NN_Ne_1', 'distortion_NN_Ne_1']","[0, 0]","['flaw', 'distortion']",
496,496,"as with taking digital pictures , i notice other people including myself have errors on their compactflash which results in certain shots being partially taken or lost - this is an issue that seems to effect compactflash and other digicam brand . ","taking_VB_N_0(pictures_NNS_N_0,notice_NN_N_0(CC(lost_VB_Ne_1(is_VB_N_0(seems_VB_N_0(effect_NN_N_0(CC(digicam+brand_NN_N_0,compactflash_NN_N_0)),issue_NN_Ne_1),\X.X)),have_VB_N_0(results_VB_N_0(being_VB_N_0(\X.taken_VB_N_0(X),shots_NNS_N_0),compactflash_NN_N_0,errors_NNS_Ne_1)),including_VB_N_0(myself_PRP_N_0,people_NNS_N_0)),i_FW_N_0))",['issue_NN_Ne_1'],[0],['issue'],
497,497,i 've have n't heard about a diagnos or fix for this . ,"ve_FW_N_0(heard_VB_N_0(CC(fix_NN_N_0,diagnos_NN_N_0)),i_LS_N_0)",[],[],[],
498,498,"in terms of the shots taken , this camera is insanely great ! ",terms_NNS_P_1,[],[],[],shot[+2]
499,499,the pictures are fabulous and their is a ( short ) learning curve to it ; there are tons of features i have n't even gotten to . ,"CC(is_VB_N_0(it_PRP_N_0(learning+curve_NN_N_0),\X.X,are_VB_N_0(tons_NNS_N_0,\X.X)),pictures_NNS_P_1)",[],[],[],"picture[+3],learning curve[+1]"
500,500,"in terms of the important accessories , i got myself an the extra litium battery . ","terms_NNS_N_0(got_VB_N_0(myself_PRP_N_0,litium+battery_NN_N_0,i_FW_N_0))",[],[],[],
501,501,"based on my used , 1 full charge was enough for at least 255 shots . ","based_VB_N_0(used_VB_N_0(charge_NN_N_0),was_VB_N_0(shots_NNS_N_0(enough_RB_N)))",[],[],[],
502,502,i also got myself a 512mb viking compact flash ( enough for 255 shots at full 4mp resolution and max picture quality ) and a used $ 250 3lb subnotebook with usb connection and tons of hard drive space for long trips so i can verify what i 've taken and that subnotebook also saves me from having to buy extra compactflash . ,"and_VB_N_0(also_NN_N_0(me_VB_N_0(from_PRP_N_0(to_VB_N_0(extra_VB_N_0(shots_NNS_N_0)))),CC(\X.X)))",[],[],[],
503,503,the compact flash is delicate and i hate to swap it in fear on the connetions ( camera and cf ) bending ( can lead to cf erros ) or losing it . ,"CC(CC(CC(losing_VB_Ne_1(it_PRP_N_0),seq(cf_NN_N_0,erros_NNS_N_0),\X.lead_VB_P_1(X),cf_NN_N_0(\X.bending_VB_N_0(X))),hate_NN_Ne_1(seq(connetions_NNS_N_0,camera_NN_N_0,fear_NN_Ne_1,swap_VB_N_0(it_PRP_N_0)),i_FW_N_0)),flash_NN_P_1)","['flash_NN_P_1', 'hate_NN_Ne_1', 'fear_NN_Ne_1']","[1, 0, 0]","['flash', 'hate', 'fear']",
504,504,"anyways , canon has improved upon the g2 with this g3 . ","has_VB_N_0(g3_NN_N_0(g2_NN_N_0(\X.improved_VB_P_1(X))),canon_NN_N_0)",[],[],[],
505,505,it 's a winner . ,winner_NN_P_1(it_PRP_N_0),['winner_NN_P_1'],[1],['winner'],
506,506,"i 've been pleased with the picture quality and durability in snow , car , boat and wind . ","ve_FW_N_0(been_VB_N_0(pleased_VB_P_1(snow_NN_N_0(car_NN_N_0(CC(wind_NN_N_0,boat_NN_N_0)),picture_NN_N_0(CC(durability_NN_N_0,quality_NN_N_0))))),i_FW_N_0)",[],[],[],picture quality[+2]
507,507,my only suggestion is to get a lens protector to help protect the shooting lens ( the lens coating will wear out after so many clean wipes ) and i 'm getting the those ( 52 mm adapter and uv lens filter ) at lensmateonline.com . ,"CC(am_VB_N_0(lensmateonlinecom_NN_N_0(getting_VB_N_0(mm_NN_N_0(CC(uv+lens_NN_N_0,adapter_NN_N_0,filter_NN_N_0)))),i_FW_N_0),is_VB_N_0(get_VB_N_0(help_VB_N_0(protect_VB_P_1(wipes_NNS_N_0(\X.wear_VB_N_0(X),shooting+lens_NN_N_0,lens+coating_NN_N_0)),lens+protector_NN_N_0)),suggestion_NN_N_0))",[],[],[],
508,508,they got the best lens adapter for the g3-better than canon 's . ,"seq(canon_NN_N_0,g3better_NN_N_0,got_VB_N_0(lens+adapter_NN_P_1),they_PRP_N_0)",['lens+adapter_NN_P_1'],[1],['lens adapter'],
509,509,that 's what i did and hopes this helps . ,"CC(\X.hopes_VB_N_0(X),\X.did_VB_N_0(X),helps_VB_N_0(\X.X),i_FW_N_0)",[],[],[],
510,510,the camera 's a work of art / science -- that 's understood . ,"seq(work_NN_P_1,camera_NN_N_0)",['work_NN_P_1'],[1],['work'],camera[+2]
511,511,"it takes great pictures , operates quickly , and feels solid . ","takes_VB_N_0(CC(pictures_NNS_P_1,\X.operates_VB_N_0(X)),it_PRP_N_0)",[],[],[],"picture[+2],feel[+1][u]"
512,512,"to address two previous somewhat negative reviews : ( 1 ) yes , the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; however , the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder . ","does_VB_N_0(CC(find_VB_N_0(myself_PRP_N_0,using_VB_N_0(lens+viewfinder_NN_N_0),i_FW_N_0),lcd+viewfinder_NN_P_2,obstruct_VB_Ne_1(part_NN_N_0)),lens+barrel_NN_N_0)",['lcd+viewfinder_NN_P_2'],[1],['lcd viewfinder'],viewfinder[-2]
513,513,"( 2 ) there are , actually , several differences between the g2 and g3 , such as differences in continuous shooting , the optical lens , the control layout , playback zoom , image processing , and so on . ","are_VB_N_0(control+layout+playback_NN_N_0(\X.X,differences_NNS_N_0,lens_NN_N_0,CC(g3_NN_N_0,g2_NN_N_0,differences_NNS_N_0)),\X.X)",[],[],[],
514,514,"you see , i can 't rank the product since the merchant that amazon is collaborating with ( j and r camera . ) to bring us consumers better choices never sent me the product . ","is_VB_N_0(collaborating_VB_N_0(CC(sent_VB_N_0(me_PRP_N_0,product_NN_P_1,choices_NNS_N_0,bring_VB_N_0(us_PRP_N_0,consumers_NNS_N_0),r+camera_NN_N_0),j_NN_N_0)),amazon_NN_N_0,see_VB_N_0(t_NN_N_0(merchant_NN_N_0(rank_VB_N_0(product_NN_N_0)),i_FW_N_0)),you_PRP_N_0)",['product_NN_P_1'],[1],['product'],
515,515,"although you may think you 're dealing with amazon , you 're dealing with some second rate store that you 've never heard of . ","think_VB_N_0(re_VB_N_0(dealing_VB_N_0(amazon_NN_N_0),you_PRP_N_0),you_PRP_N_0,re_VB_N_0(dealing_VB_N_0(heard_VB_N_0(of,rate+store_NN_N_0,you_PRP_N_0)),you_PRP_N_0))",[],[],[],
516,516,"after charging my card for the camera and for expedited shipping , 5 business days later , they still had n't shipped the product . ","charging_VB_N_0(card_NN_N_0,CC(shipping_NN_N_0,camera_NN_N_0),shipped_VB_N_0(product_NN_N_0,they_PRP_N_0))",[],[],[],
517,517,"i called them twice and both times they said it is "" about to ship "" . ","CC(times_NNS_N_0(said_VB_N_0(is_VB_N_0(\X.ship_VB_N_0(X),it_PRP_N_0),they_PRP_N_0)),called_VB_N_0(them_PRP_N_0,i_LS_N_0))",[],[],[],
518,518,"one of the calls was on a saturday and when i pressed the guy a bit , he said , "" actually we do n't ship on saturdays "" . ","CC(pressed_VB_N_0(guy_NN_N_0,bit_NN_N_0,i_FW_N_0,said_VB_N_0(saturdays_NNS_N_0(\X.ship_VB_N_0(X),we_PRP_N_0),he_PRP_N_0)),was_VB_N_0(\X.X,\X.X))",[],[],[],
519,519,so why lie about it ? ,so_RB_I,[],[],[],
520,520,so i finally gave them a deadline which they said they could meet . ,"gave_VB_N_0(them_PRP_N_0,said_VB_N_0(\X.meet_VB_N_0(X,they_PRP_N_0),deadline_NN_N_0,they_PRP_N_0),i_FW_N_0)",[],[],[],
521,521,"although they accepted that they will ship on mon - 6 jan , they still did n't ship it . ","accepted_VB_N_0(seq(mon_NN_N_0,jan_NN_N_0,\X.ship_VB_N_0(X),they_PRP_N_0),they_PRP_N_0,ship_VB_N_0(it_PRP_N_0,they_PRP_N_0))",[],[],[],
522,522,"they said it is in stock , but they are "" too busy "" . ","said_VB_N_0(is_VB_N_0(stock_NN_N_0,it_PRP_N_0),they_PRP_N_0)",[],[],[],
523,523,"they were n't busy enough to charge the credit card , though ! ","charge_VB_N_0(credit+card_NN_N_0,they_PRP_N_0)",[],[],[],
524,524,"although i tried contacting amazon to see if they can do anything , the replies i got were inept as if they had n't taken time to read the complaint . ","tried_VB_N_0(contacting_VB_N_0(see_VB_N_0(do_VB_N_0(anything_NN_N_0,they_PRP_N_0),amazon_NN_N_0)),i_FW_N_0,got_VB_N_0(replies_NNS_Ne_1,i_FW_N_0))",[],[],[],
525,525,i cancelled the order . ,"cancelled_VB_N_0(order_NN_N_0,i_LS_N_0)",[],[],[],
526,526,hope to get my refund in a timely manner . ,"manner_NN_P_1(get_VB_N_0(refund_NN_P_1),hope_NN_N_0)","['manner_NN_P_1', 'refund_NN_P_1']","[1, 1]","['manner', 'refund']",
527,527,"thanks for nothing , amazon ! ","seq(nothing+amazon_NN_N_0,thanks_NNS_N_0)",[],[],[],
528,528,this camera has a major design flaw . ,"has_VB_N_0(design+flaw_NN_N_0,camera_NN_N_0)",[],[],[],design[-3]
529,529,when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens . ,"viewfinder_NN_N_0(\X.look_VB_N_0(X),\X.X,you_PRP_N_0,is_VB_N_0(lens_NN_N_0(\X.blocked_VB_N_0(X)),bottom_NN_N_0(left_VB_N_0(corner_NN_N_0))))",[],[],[],viewfinder[-2]
530,530,i called the canon technical service center to see if i had a defective camera . ,"called_VB_N_0(seq(canon_NN_N_0,service+center_NN_N_0),see_VB_N_0(had_VB_N_0(camera_NN_Ne_1,i_FW_N_0)),i_LS_N_0)",['camera_NN_Ne_1'],[0],['camera'],
531,531,"after about a minute of trying to tell me that most people use the lcd and not the view finder , they finally admitted , it was a design flaw in the camera . ","minute_NN_N_0(admitted_VB_N_0(was_VB_N_0(seq(camera_NN_N_0,design+flaw_NN_N_0),it_PRP_N_0),they_PRP_N_0))",[],[],[],
532,532,everything else about the camera is great . ,camera_NN_P_1(\X.X),['camera_NN_P_1'],[1],['camera'],camera[+2]
533,533,"if you strictly use the lcd and not the view finder , i highly recommend the camera . ","use_VB_N_0(CC(\X.X,lcd_NN_N_0),you_PRP_N_0,recommend_VB_P_1(camera_NN_N_0,i_FW_N_0))",[],[],[],camera[+2]
534,534,"however for me , i occasionally use the view finder and trying to frame in a picture with the lens blocking the view is too much . ","me_PRP_N_0(CC(trying_VB_N_0(blocking_VB_N_0(view_NN_N_0,lens_NN_N_0,picture_NN_N_0,frame_NN_N_0)),use_VB_N_0(view+finder_NN_N_0,i_FW_N_0)))",[],[],[],
535,535,i 'm sending mine back and am waiting for the problem to be corrected . ,"CC(waiting_VB_N_0(problem_NN_Ne_1(be_VB_N_0(\X.corrected_VB_N_0(X)))),am_VB_N_0(sending_VB_N_0(mine_PRP_N_0)),i_FW_N_0)",['problem_NN_Ne_1'],[0],['problem'],
536,536,"i 've been using a powershot s330 for nearly a year , and wanted to upgrade to a 4 or 5 megapixel camera with a longer zoom , more adjustability , a hot shoe for an external flash , and a remote control . ","ve_FW_N_0(CC(wanted_VB_N_0(upgrade_VB_N_0(CC(\X.X,\X.X,megapixel+camera_NN_N_0))),been_VB_N_0(using_VB_N_0(powershot+s330_NN_N_0))),i_FW_N_0)",[],[],[],
537,537,"i looked at both the nikon coolpix 5700 and the canon g3 , and decided on the g3 due both to ergonomics ( much more comfortable to hold and use ) and the price . ","CC(decided_VB_N_0(CC(CC(price_NN_N_0,ergonomics_NNS_P_1(CC(\X.use_VB_N_0(X),\X.hold_VB_N_0(X)))),g3_NN_N_0)),looked_VB_N_0(CC(CC(canon+g3_NN_N_0,coolpix_NN_N_0))),i_LS_N_0)",[],[],[],
538,538,i 've had the camera for about two weeks and shot hundreds of pictures so far . ,"ve_FW_N_0(CC(\X.X,weeks_NNS_N_0(had_VB_N_0(camera_NN_N_0))),i_FW_N_0)",[],[],[],
539,539,"and so far , i 've been very pleased . ","CC(ve_FW_N_0(been_VB_N_0(pleased_JJ_P_2),i_FW_N_0))",[],[],[],camera[+3][u]
540,540,"there 's a noticeable difference in the quality of a 4 megapixel image versus the 2 megapixels of the s330 , especially if you want to crop and enlarge the pictures . ",\X.X,[],[],[],
541,541,"the larger lens of the g3 gives better picture quality in low light , and the 4-times optical zooms gets you just that much closer . ","CC(seq(4times_NNS_N_0,zooms_NNS_N_0),light_NN_N_0(gives_VB_N_0(picture+quality_NN_P_1),lens_NN_N_0))",['picture+quality_NN_P_1'],[1],['picture quality'],"lens[+2],optical zoom[+1]"
542,542,the moveable lcd screen is great . ,lcd+screen_NN_P_1,['lcd+screen_NN_P_1'],[1],['lcd screen'],lcd[+2]
543,543,"you can take pictures with the camera held above your head , way down , or beside you with no problem , allowing you to position the camera for the best shot without contorting yourself . ","allowing_VB_N_0(you_PRP_N_0,contorting_VB_N_0(yourself_PRP_N_0,shot_NN_P_1(position_VB_N_0(camera_NN_N_0))),problem_NN_Ne_1,CC(\X.X,\X.X,you_PRP_N_0,head+way_NN_N_0(\X.held_VB_N_0(X)),camera_NN_N_0,take_VB_N_0(pictures_NNS_N_0)),you_PRP_N_0)","['shot_NN_P_1', 'problem_NN_Ne_1']","[1, 0]","['shot', 'problem']",
544,544,"the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures . ","does_VB_N_0(it_PRP_N_0,trigger_VB_N_0(shutter_NN_N_0(be_VB_N_0(used_VB_N_0(CC(\X.review_VB_N_0(X),\X.zoom_VB_N_0(X),pictures_NNS_N_0)),it_PRP_N_0))),unit_NN_P_1)",['unit_NN_P_1'],[1],['unit'],remote[+2]
545,545,"i also purchased a good sturdy tripod : the combination of the new camera , tripod and remote control enabled me to take some remarkable indoor , natural-light portraits i never would have attempted before . ","CC(enabled_VB_N_0(me_PRP_N_0,take_VB_N_0(have_VB_N_0(\X.attempted_VB_N_0(X),seq(naturallight_NN_P_1,portraits_NNS_N_0),i_FW_N_0)),control_NN_N_0),purchased_VB_N_0(tripod_NN_P_1,combination_NN_N_0,i_LS_N_0))","['naturallight_NN_P_1', 'tripod_NN_P_1']","[1, 1]","['naturallight', 'tripod']",
546,546,the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit : ,"allowed_VB_N_0(me_PRP_N_0,CC(\X.use_VB_N_0(X),\X.buy_VB_N_0(X),flash+unit_NN_P_1),shoe+flash+attachment_NN_P_1)","['flash+unit_NN_P_1', 'shoe+flash+attachment_NN_P_1']","[1, 1]","['flash unit', 'shoe flash attachment']",hot shoe flash[+1]
547,547,i chose the canon speedlite 420 . ,"chose_VB_N_0(canon_NN_N_0(speedlite_NN_N_0(\X.X)),i_LS_N_0)",[],[],[],
548,548,"this has made the greatest difference in the quality of my photographs : the built-in flash on any of these cameras gives you flat photos , red-eye , and annoying shadows ; a good add-on flash unit can be bounced off the ceiling or wall for pleasing , almost-natural lighting . ","has_VB_N_0(made_VB_N_0(seq(quality_NN_N_0,difference_NN_P_1)),\X.X)",['difference_NN_P_1'],[1],['difference'],
549,549,"i needed three batteries to keep myself going with the s330 , but the battery in the g3 is a real powerhouse : ","CC(is_VB_N_0(powerhouse_NN_N_0,seq(g3_NN_N_0,battery_NN_N_0)),needed_VB_N_0(batteries_NNS_N_0,keep_VB_N_0(myself_PRP_N_0,going_VB_N_0(s330_NN_N_0)),i_LS_N_0))",[],[],[],battery[+2]
550,550,i shot over 300 photos at my goddaughter 's birthday party without switching out to my backup battery . ,"switching_VB_N_0(backup+battery_NN_N_0,goddaughter+birthday+party_NN_N_0(seq(shot_NN_N_0,photos_NNS_N_0)),i_LS_N_0)",[],[],[],
551,551,"the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery . ","CC(enables_VB_N_0(you_PRP_N_0,running_VB_N_0(battery_NN_N_0,\X.plugged_VB_N_0(X),use_VB_N_0(camera_NN_N_0)),charging_VB_N_0(system_NN_N_0)),has_VB_N_0(needs_VB_N_0(be_VB_N_0(camera_NN_N_0(\X.charged_VB_N_0(X))),seq(canon_NN_N_0,cameras_NNS_N_0),battery_NN_N_0,type_NN_N_0),g3_NN_N_0))",[],[],[],battery charging system[+1]
552,552,"i have yet to try using all of the adjustment options : shutter priority , aperature priority , light metering adjustments , etc. , but all controls are well thought out and and the manual is relatively clear . ","CC(CC(CC(manual_NN_P_1),are_VB_N_0(\X.thought_VB_N_0(X),controls_NNS_N_0)),try_VB_N_0(etc_FW_N_0(using_VB_N_0(\X.X,shutter_NN_N_0(priority_NN_N_0(aperature_NN_N_0(priority_NN_N_0(light_NN_N_0(metering_VB_N_0(adjustments_NNS_N_0)))))))),i_LS_N_0))",['manual_NN_P_1'],[1],['manual'],manual[+1]
553,553,"you can use this camera right out of the box on the automatic setting , or slowly get comfortable with the manual settings and what they can do . ","CC(get_VB_N_0(CC(\X.do_VB_N_0(X,they_PRP_N_0),settings_NNS_P_1)),setting_NN_N_0(right_NN_P_1(\X.X,use_VB_N_0(camera_NN_N_0))),you_PRP_N_0)",['right_NN_P_1'],[1],['right'],
554,554,negatives ? ,negatives_NNS_Ne_1,[],[],[],
555,555,"i 've been bothered by blown-out highlights on the s330 , and the g3 seems to do only slightly better . ","CC(g3_NN_P_1,ve_FW_N_0(been_VB_N_0(s330_NN_N_0(blownout_NN_N_0(\X.highlights_VB_N_0(X)),\X.bothered_VB_Ne_1(X))),i_FW_N_0))",['g3_NN_P_1'],[1],['g3'],highlight[-1]
